,director_name,num_critic_for_reviews,duration,director_facebook_likes,movie_title,imdb_score
3695,Rohan Sippy,24.0,128.0,4.0,Dum Maaro Dum ,6.2
3696,James Wan,318.0,106.0,0.0,Insidious: Chapter 2 ,6.6
3697,Darren Lynn Bousman,250.0,95.0,163.0,Saw II ,6.6
3698,Dan Trachtenberg,411.0,104.0,16.0,10 Cloverfield Lane ,7.3
3699,Jeff Tremaine,106.0,87.0,79.0,Jackass: The Movie ,6.6
3700,David F. Sandberg,159.0,81.0,26.0,Lights Out ,6.9
3701,Henry Joost,251.0,94.0,24.0,Paranormal Activity 3 ,5.8
3702,Stiles White,183.0,89.0,10.0,Ouija ,4.4
3703,Chuck Russell,131.0,88.0,55.0,A Nightmare on Elm Street 3: Dream Warriors ,6.6
3704,Joel Edgerton,297.0,108.0,0.0,The Gift ,7.1
3705,Eugenio Derbez,41.0,115.0,399.0,Instructions Not Included ,7.6
3706,Henry Joost,248.0,96.0,24.0,Paranormal Activity 4 ,4.6
3707,Henry Koster,42.0,135.0,28.0,The Robe ,6.8
3708,Blake Edwards,33.0,113.0,688.0,The Return of the Pink Panther ,7.1
3709,Rachel Talalay,91.0,93.0,54.0,Freddy's Dead: The Final Nightmare ,4.9
3710,Patty Jenkins,185.0,109.0,260.0,Monster ,7.3
3711,Richard Fleischer,69.0,127.0,130.0,"20,000 Leagues Under the Sea ",7.2
3712,Christopher Landon,220.0,101.0,52.0,Paranormal Activity: The Marked Ones ,5.0
3713,David Lynch,117.0,124.0,0.0,The Elephant Man ,8.2
3714,Jean-Marc Vallée,471.0,117.0,212.0,Dallas Buyers Club ,8.0
3715,David Gelb,152.0,83.0,26.0,The Lazarus Effect ,5.2
3716,Christopher Nolan,274.0,113.0,22000.0,Memento ,8.5
3717,Mike Flanagan,336.0,104.0,59.0,Oculus ,6.5
3718,Kevin Smith,174.0,97.0,0.0,Clerks II ,7.4
3719,Stephen Daldry,151.0,110.0,335.0,Billy Elliot ,7.7
3720,Nat Faxon,276.0,103.0,214.0,The Way Way Back ,7.4
3721,George Jackson,12.0,94.0,0.0,House Party 2 ,5.1
3722,George Miller,18.0,102.0,18.0,The Man from Snowy River ,7.3
3723,Maurice Joyce,28.0,77.0,0.0,Doug's 1st Movie ,5.0
3724,Robert Duvall,95.0,134.0,3000.0,The Apostle ,7.2
3725,Frank Perry,74.0,129.0,24.0,Mommie Dearest ,6.7
3726,Jesse Peretz,179.0,90.0,37.0,Our Idiot Brother ,6.4
3727,Stephen Hopkins,125.0,134.0,81.0,Race ,7.1
3728,Ice Cube,22.0,104.0,0.0,The Players Club ,5.6
3729,Tim Blake Nelson,92.0,95.0,596.0,O ,6.2
3730,John Erick Dowdle,196.0,93.0,66.0,"As Above, So Below ",6.1
3731,Bille Woodruff,9.0,106.0,23.0,Addicted ,5.2
3732,Kasi Lemmons,31.0,109.0,148.0,Eve's Bayou ,7.3
3733,Richard Glatzer,309.0,101.0,25.0,Still Alice ,7.5
3734,Michael Curtiz,15.0,139.0,345.0,The Egyptian ,6.6
3735,Bruce Malmuth,36.0,99.0,6.0,Nighthawks ,6.4
3736,Rob Hedden,129.0,100.0,6.0,Friday the 13th Part VIII: Jason Takes Manhattan ,4.5
3737,Joel Zwick,168.0,95.0,38.0,My Big Fat Greek Wedding ,6.6
3738,Harmony Korine,444.0,94.0,520.0,Spring Breakers ,5.3
3739,Joe Chappelle,123.0,93.0,13.0,Halloween: The Curse of Michael Myers ,4.9
3740,Alfonso Cuarón,173.0,106.0,0.0,Y Tu Mamá También ,7.7
3741,Edgar Wright,246.0,99.0,1000.0,Shaun of the Dead ,8.0
3742,Mickey Liddell,74.0,82.0,7.0,The Haunting of Molly Hartley ,3.8
3743,John Sayles,68.0,135.0,407.0,Lone Star ,7.6
3744,Dwight H. Little,144.0,88.0,27.0,Halloween 4: The Return of Michael Myers ,5.9
3745,Fred Walton,96.0,89.0,17.0,April Fool's Day ,6.2
3746,Barry Levinson,42.0,110.0,272.0,Diner ,7.2
3747,Steve Carver,29.0,107.0,8.0,Lone Wolf McQuade ,6.3
3748,Gonzalo López-Gallego,228.0,86.0,17.0,Apollo 18 ,5.2
3749,Christine Jeffs,195.0,91.0,19.0,Sunshine Cleaning ,6.9
3750,John Erick Dowdle,203.0,103.0,66.0,No Escape ,6.8
3751,Don Coscarelli,44.0,90.0,152.0,The Beastmaster ,6.2
3752,King Vidor,14.0,141.0,54.0,Solomon and Sheba ,6.2
3753,Michael Tiddes,59.0,92.0,89.0,Fifty Shades of Black ,3.5
3754,Bill Duke,45.0,99.0,1000.0,Not Easily Broken ,6.1
3755,Frank Borzage,42.0,79.0,57.0,A Farewell to Arms ,6.6
3756,Bille Woodruff,12.0,96.0,23.0,The Perfect Match ,4.5
3757,Mamoru Hosoda,29.0,82.0,99.0,Digimon: The Movie ,5.9
3758,Brian Dannelly,121.0,92.0,12.0,Saved! ,6.9
3759,Denys Arcand,135.0,112.0,66.0,The Barbarian Invasions ,7.7
3760,Richard Lester,27.0,106.0,44.0,Robin and Marian ,6.6
3761,J.S. Cardone,56.0,90.0,23.0,The Forsaken ,5.3
3762,Guy Hamilton,22.0,126.0,82.0,Force 10 from Navarone ,6.3
3763,Jay Levey,59.0,150.0,3.0,UHF ,7.0
3764,Nicholaus Goossen,61.0,90.0,4.0,Grandma's Boy ,7.0
3765,Tamara Jenkins,60.0,91.0,84.0,Slums of Beverly Hills ,6.6
3766,Sergio Leone,164.0,145.0,0.0,Once Upon a Time in the West ,8.6
3767,Jon Favreau,81.0,95.0,4000.0,Made ,6.4
3768,Duncan Jones,415.0,97.0,0.0,Moon ,7.9
3769,Scott Marshall,43.0,90.0,7.0,Keeping Up with the Steins ,5.4
3770,Ronan Chapalain,7.0,41.0,0.0,Sea Rex 3D: Journey to a Prehistoric World ,6.9
3771,Atom Egoyan,120.0,112.0,460.0,The Sweet Hereafter ,7.7
3772,Xavier Beauvois,195.0,122.0,22.0,Of Gods and Men ,7.2
3773,Randall Miller,109.0,110.0,19.0,Bottle Shock ,6.8
3774,Jerry Belson,21.0,87.0,3.0,Jekyll and Hyde... Together Again ,6.2
3775,Peter Jackson,93.0,108.0,0.0,Heavenly Creatures ,7.4
3776,Michael Polish,12.0,121.0,35.0,90 Minutes in Heaven ,4.6
3777,Dan Rush,155.0,97.0,7.0,Everything Must Go ,6.4
3778,Jake Kasdan,81.0,116.0,52.0,Zero Effect ,7.0
3779,Brad Anderson,204.0,94.0,122.0,The Machinist ,7.7
3780,Paul Schrader,19.0,103.0,261.0,Light Sleeper ,6.8
3781,Michael Cuesta,163.0,112.0,52.0,Kill the Messenger ,7.0
3782,John Cameron Mitchell,248.0,91.0,263.0,Rabbit Hole ,7.0
3783,Fenton Bailey,39.0,98.0,13.0,Party Monster ,6.3
3784,Jeremy Saulnier,322.0,95.0,57.0,Green Room ,7.1
3785,Billy Kent,50.0,88.0,0.0,The Oh in Ohio ,5.6
3786,James Manera,12.0,99.0,0.0,Atlas Shrugged: Who Is John Galt? ,4.4
3787,Wes Anderson,83.0,91.0,0.0,Bottle Rocket ,7.1
3788,Kevin Spacey,37.0,97.0,18000.0,Albino Alligator ,6.1
3789,Feroz Abbas Khan,16.0,136.0,0.0,"Gandhi, My Father ",7.4
3790,Errol Morris,121.0,118.0,239.0,Standard Operating Procedure ,7.5
3791,Dennis Hopper,24.0,94.0,0.0,Out of the Blue ,7.2
3792,Eli Craig,324.0,89.0,27.0,Tucker and Dale vs Evil ,7.6
3793,Nicholas Fackler,27.0,90.0,6.0,"Lovely, Still ",7.3
3794,Richard Wallace,9.0,95.0,5.0,Tycoon ,6.2
3795,Morgan J. Freeman,31.0,90.0,204.0,Desert Blue ,6.2
3796,Matthew Hastings,35.0,95.0,3.0,Decoys ,4.6
3797,M. Night Shyamalan,371.0,94.0,0.0,The Visit ,6.2
3798,Brian De Palma,133.0,90.0,0.0,Redacted ,6.2
3799,Klaus Menzel,13.0,103.0,34.0,Fascination ,3.3
3800,,9.0,60.0,,Saving Grace             ,7.5
3801,Oren Peli,56.0,91.0,110.0,Area 51 ,4.2
3802,Jaume Balagueró,191.0,102.0,57.0,Sleep Tight ,7.2
3803,Paul Andrew Williams,80.0,92.0,46.0,The Cottage ,6.2
3804,Stephen Herek,19.0,87.0,65.0,Dead Like Me: Life After Death ,6.1
3805,Bob Saget,19.0,80.0,799.0,Farce of the Penguins ,4.2
3806,Jim Amatulli,,90.0,0.0,Flying By ,4.5
3807,,38.0,44.0,,Psych             ,8.4
3808,William H. Macy,44.0,105.0,0.0,Rudderless ,7.5
3809,Barrett Esposito,3.0,67.0,0.0,Henry & Me ,6.7
3810,Mitch Davis,6.0,95.0,7.0,Christmas Eve ,5.1
3811,Eric Bross,,87.0,49.0,We Have Your Husband ,5.5
3812,Paul Schrader,64.0,94.0,261.0,Dying of the Light ,4.4
3813,Vicky Jewson,8.0,109.0,3.0,Born of War ,4.4
3814,Peter Hyams,64.0,130.0,0.0,Capricorn One ,6.8
3815,Marc Bennett,2.0,,3.0,Should've Been Romeo ,6.7
3816,Mike Mayhall,,88.0,14.0,Running Forever ,8.6
3817,Kevin Smith,35.0,88.0,0.0,Yoga Hosers ,4.8
3818,Stanton Barrett,21.0,97.0,20.0,Navy Seals vs. Zombies ,3.4
3819,Jirí Menzel,99.0,113.0,44.0,I Served the King of England ,7.4
3820,Fatih Akin,115.0,99.0,766.0,Soul Kitchen ,7.3
3821,Billy Bob Thornton,104.0,148.0,0.0,Sling Blade ,8.0
3822,Nick Murphy,195.0,107.0,58.0,The Awakening ,6.5
3823,Eli Roth,303.0,93.0,0.0,Hostel ,5.9
3824,Michael Winterbottom,122.0,94.0,187.0,Tristram Shandy: A Cock and Bull Story ,6.8
3825,Jeff Nichols,359.0,121.0,337.0,Take Shelter ,7.4
3826,Frank LaLoggia,130.0,118.0,7.0,Lady in White ,6.7
3827,Jeremy Brock,64.0,98.0,16.0,Driving Lessons ,6.8
3828,Scott Foley,13.0,82.0,0.0,Let's Kill Ward's Wife ,5.4
3829,Tobe Hooper,159.0,101.0,365.0,The Texas Chainsaw Massacre 2 ,5.5
3830,Sam Peckinpah,54.0,106.0,541.0,Pat Garrett & Billy the Kid ,7.4
3831,Nicolas Winding Refn,440.0,90.0,0.0,Only God Forgives ,5.7
3832,Christophe Ali,7.0,79.0,0.0,Camping sauvage ,5.4
3833,Gabriela Tagliavini,4.0,87.0,20.0,Without Men ,3.2
3834,Shekar,1.0,,0.0,Barfi ,7.1
3835,Shona Auerbach,96.0,105.0,11.0,Dear Frankie ,7.8
3836,Leonard Farlinger,8.0,89.0,0.0,All Hat ,5.3
3837,Michel Leclerc,87.0,100.0,3.0,The Names of Love ,7.2
3838,Analeine Cal y Mayor,10.0,92.0,4.0,Treading Water ,6.2
3839,Tom Kalin,121.0,97.0,4.0,Savage Grace ,5.9
3840,Robert Sarkies,43.0,100.0,0.0,Out of the Blue ,7.3
3841,Hugh Wilson,45.0,96.0,37.0,Police Academy ,6.7
3842,Randal Kleiser,36.0,104.0,116.0,The Blue Lagoon ,5.7
3843,Mike Newell,84.0,117.0,179.0,Four Weddings and a Funeral ,7.1
3844,Amy Heckerling,118.0,90.0,143.0,Fast Times at Ridgemont High ,7.2
3845,John Huston,42.0,115.0,1000.0,Moby Dick ,7.4
3846,Spike Lee,202.0,108.0,0.0,25th Hour ,7.7
3847,,5.0,43.0,,Secrets and Lies             ,7.7
3848,Lana Wachowski,120.0,109.0,0.0,Bound ,7.4
3849,Darren Aronofsky,234.0,102.0,0.0,Requiem for a Dream ,8.4
3850,Walter Lang,17.0,100.0,9.0,State Fair ,7.1
3851,Carlos Saura,35.0,115.0,98.0,Tango ,7.2
3852,Oliver Stone,48.0,122.0,0.0,Salvador ,7.5
3853,Andrew Erwin,49.0,98.0,10.0,Moms' Night Out ,5.4
3854,Richard Kelly,283.0,133.0,219.0,Donnie Darko ,8.1
3855,Beto Gómez,16.0,105.0,5.0,Saving Private Perez ,6.0
3856,Mike van Diem,54.0,122.0,4.0,Character ,7.8
3857,Jonas Åkerlund,92.0,106.0,68.0,Spun ,6.8
3858,Todd Solondz,159.0,98.0,377.0,Life During Wartime ,6.5
3859,Chan-wook Park,202.0,112.0,0.0,Lady Vengeance ,7.7
3860,René Féret,50.0,120.0,0.0,Mozart's Sister ,6.4
3861,Barry Skolnick,54.0,99.0,0.0,Mean Machine ,6.5
3862,Johnnie To,98.0,110.0,143.0,Exiled ,7.3
3863,Mateo Gil,92.0,102.0,3.0,Blackthorn ,6.6
3864,Lukas Moodysson,112.0,109.0,187.0,Lilya 4-Ever ,7.9
3865,Agnieszka Wojtowicz-Vosloo,138.0,104.0,0.0,After.Life ,5.9
3866,Kabir Sadanand,9.0,134.0,0.0,Fugly ,4.7
3867,Milos Forman,149.0,133.0,869.0,One Flew Over the Cuckoo's Nest ,8.7
3868,Peter DeLuise,5.0,85.0,358.0,R.L. Stine's Monsterville: The Cabinet of Souls ,5.9
3869,Mel Brooks,39.0,87.0,0.0,Silent Movie ,6.7
3870,Raja Menon,39.0,130.0,6.0,Airlift ,8.5
3871,,2.0,199.0,,Anne of Green Gables             ,8.4
3872,Ernie Barbarash,29.0,103.0,249.0,Falcon Rising ,5.8
3873,Nick Love,111.0,112.0,63.0,The Sweeney ,6.1
3874,Jonathan Glazer,149.0,89.0,143.0,Sexy Beast ,7.3
3875,Daniel Espinosa,90.0,124.0,79.0,Easy Money ,6.7
3876,Niki Caro,149.0,101.0,51.0,Whale Rider ,7.6
3877,R. Balki,12.0,133.0,12.0,Paa ,7.2
3878,Ivan Engler,64.0,112.0,0.0,Cargo ,6.2
3879,Joe Wright,256.0,111.0,456.0,Pan ,5.8
3880,Kenny Ortega,57.0,98.0,197.0,High School Musical ,5.2
3881,,8.0,60.0,,Animal Kingdom             ,8.1
3882,Richard Kwietniowski,50.0,93.0,23.0,Love and Death on Long Island ,7.1
3883,Timur Bekmambetov,232.0,104.0,335.0,Night Watch ,6.5
3884,Neil Jordan,63.0,112.0,277.0,The Crying Game ,7.3
3885,Bob Clark,75.0,94.0,84.0,Porky's ,6.2
3886,George A. Romero,274.0,90.0,0.0,Survival of the Dead ,5.0
3887,George A. Romero,284.0,96.0,0.0,Night of the Living Dead ,8.0
3888,Sofia Coppola,265.0,101.0,0.0,Lost in Translation ,7.8
3889,Woody Allen,154.0,93.0,11000.0,Annie Hall ,8.1
3890,Cecil B. DeMille,44.0,152.0,309.0,The Greatest Show on Earth ,6.7
3891,Ridley Scott,314.0,150.0,0.0,Exodus: Gods and Kings ,6.1
3892,Marc Forster,153.0,112.0,395.0,Monster's Ball ,7.1
3893,Henry Hobson,256.0,95.0,9.0,Maggie ,5.6
3894,Mike Figgis,123.0,111.0,81.0,Leaving Las Vegas ,7.6
3895,Duane Journey,46.0,86.0,2.0,Hansel & Gretel Get Baked ,4.3
3896,Dan O'Bannon,203.0,108.0,228.0,The Return of the Living Dead ,7.3
3897,Billy Wilder,34.0,105.0,0.0,The Front Page ,7.3
3898,Rob Cohen,149.0,91.0,357.0,The Boy Next Door ,4.6
3899,Carol Reed,20.0,105.0,82.0,Trapeze ,6.8
3900,,9.0,60.0,,Saving Grace             ,7.5
3901,Lisa Cholodenko,323.0,106.0,450.0,The Kids Are All Right ,7.1
3902,John Carpenter,172.0,93.0,0.0,They Live ,7.3
3903,John Sturges,111.0,172.0,120.0,The Great Escape ,8.3
3904,William Arntz,74.0,109.0,0.0,What the #$*! Do We (K)now!? ,5.4
3905,Ed Gass-Donnelly,161.0,93.0,8.0,The Last Exorcism Part II ,4.0
3906,Richard Linklater,548.0,165.0,0.0,Boyhood ,8.0
3907,Woody Allen,177.0,96.0,11000.0,Scoop ,6.7
3908,Tim Burton,230.0,119.0,13000.0,Planet of the Apes ,5.7
3909,DJ Pooh,27.0,93.0,69.0,The Wash ,4.6
3910,DJ Pooh,22.0,82.0,69.0,3 Strikes ,4.0
3911,Wayne Kramer,157.0,101.0,47.0,The Cooler ,7.0
3912,John Huston,70.0,120.0,1000.0,The Misfits ,7.4
3913,Patrick Stettner,125.0,81.0,5.0,The Night Listener ,5.9
3914,James Melkonian,10.0,82.0,7.0,The Jerky Boys ,4.6
3915,Wes Craven,160.0,107.0,0.0,My Soul to Take ,4.8
3916,J.A. Bayona,300.0,105.0,171.0,The Orphanage ,7.5
3917,Michael Tiddes,69.0,86.0,89.0,A Haunted House 2 ,4.7
3918,Roger Avary,143.0,110.0,675.0,The Rules of Attraction ,6.7
3919,Alfred Hitchcock,50.0,127.0,13000.0,Topaz ,6.3
3920,Bob Odenkirk,46.0,90.0,0.0,Let's Go to Prison ,6.0
3921,Allison Anders,51.0,110.0,99.0,Four Rooms ,6.7
3922,Steven Shainberg,163.0,104.0,30.0,Secretary ,7.1
3923,Rick de Oliveira,52.0,96.0,2.0,The Real Cancun ,2.7
3924,Oliver Stone,40.0,110.0,0.0,Talk Radio ,7.3
3925,Christopher Guest,50.0,84.0,378.0,Waiting for Guffman ,7.6
3926,Jeff Franklin,45.0,94.0,24.0,Love Stinks ,5.8
3927,John Dahl,121.0,93.0,131.0,You Kill Me ,6.5
3928,Mike Mills,114.0,96.0,101.0,Thumbsucker ,6.6
3929,Kevin Smith,270.0,88.0,0.0,Red State ,6.2
3930,Dave McKean,116.0,101.0,21.0,Mirrormask ,6.9
3931,Ron Fricke,115.0,102.0,330.0,Samsara ,8.5
3932,Ruggero Deodato,15.0,87.0,101.0,The Barbarians ,4.8
3933,Gavin Wiesen,122.0,83.0,19.0,The Art of Getting By ,6.6
3934,Mora Stephens,35.0,103.0,5.0,Zipper ,5.7
3935,Mars Callahan,41.0,99.0,60.0,Poolhall Junkies ,7.0
3936,Mike Figgis,31.0,106.0,81.0,The Loss of Sexual Innocence ,5.4
3937,Leos Carax,332.0,115.0,227.0,Holy Motors ,7.1
3938,David Gordon Green,232.0,117.0,234.0,Joe ,6.9
3939,Stefan Schwartz,43.0,99.0,13.0,Shooting Fish ,6.6
3940,Renny Harlin,68.0,102.0,212.0,Prison ,5.9
3941,Robert Lee King,51.0,85.0,0.0,Psycho Beach Party ,6.3
3942,Kevin Allen,33.0,86.0,8.0,The Big Tease ,6.3
3943,Jorge Ramírez Suárez,26.0,120.0,45.0,"Buen Día, Ramón ",7.7
3944,David Schwimmer,109.0,106.0,0.0,Trust ,7.0
3945,Barry Levinson,34.0,103.0,272.0,An Everlasting Piece ,6.3
3946,Sam Miller,31.0,93.0,12.0,Among Giants ,5.9
3947,Anne Fontaine,141.0,112.0,105.0,Adore ,6.2
3948,Dan Ireland,19.0,100.0,137.0,The Velocity of Gary ,5.0
3949,Fernando León de Aranoa,64.0,113.0,58.0,Mondays in the Sun ,7.7
3950,Jim Mickle,215.0,98.0,53.0,Stake Land ,6.5
3951,,5.0,23.0,,Sonny with a Chance             ,6.1
3952,Stephen Kay,12.0,92.0,19.0,The Last Time I Committed Suicide ,5.8
3953,Karim Aïnouz,70.0,106.0,19.0,Futuro Beach ,6.1
3954,Sam Levinson,46.0,119.0,8.0,Another Happy Day ,6.0
3955,Julian Gilbey,135.0,99.0,7.0,A Lonely Place to Die ,6.3
3956,Vincenzo Natali,38.0,90.0,165.0,Nothing ,6.3
3957,Aleksandr Veledinskiy,8.0,120.0,0.0,The Geographer Drank His Globe Away ,7.5
3958,Peter H. Hunt,34.0,168.0,0.0,1776 ,7.6
3959,Ruba Nadda,36.0,93.0,55.0,Inescapable ,5.2
3960,Howard Hughes,35.0,96.0,177.0,Hell's Angels ,7.8
3961,Edward Burns,6.0,103.0,0.0,Purple Violets ,6.6
3962,Phil Joanou,39.0,93.0,21.0,The Veil ,4.7
3963,Sean Byrne,182.0,84.0,18.0,The Loved Ones ,6.7
3964,Chris Stokes,14.0,81.0,548.0,No Vacancy ,4.2
3965,Mark Griffiths,3.0,84.0,4.0,How to Fall in Love ,6.3
3966,Bruce Macdonald,3.0,94.0,103.0,The Perfect Wave ,4.7
3967,Timur Bekmambetov,1.0,141.0,335.0,Ben-Hur ,6.0
3968,Fred Zinnemann,62.0,120.0,160.0,A Man for All Seasons ,7.9
3969,Sidney Lumet,161.0,121.0,0.0,Network ,8.1
3970,Victor Fleming,157.0,226.0,149.0,Gone with the Wind ,8.2
3971,Richard Raymond,31.0,104.0,10.0,Desert Dancer ,6.0
3972,Sam Peckinpah,53.0,152.0,541.0,Major Dundee ,6.8
3973,Alan Jacobs,1.0,92.0,2.0,Down for Life ,7.3
3974,George Sidney,21.0,107.0,24.0,Annie Get Your Gun ,7.0
3975,Christopher Morris,246.0,97.0,69.0,Four Lions ,7.3
3976,Andrucha Waddington,42.0,115.0,6.0,House of Sand ,7.5
3977,Peter Stebbings,78.0,95.0,89.0,Defendor ,6.8
3978,Vincente Minnelli,41.0,102.0,136.0,The Pirate ,7.1
3979,Dagur Kári,61.0,99.0,29.0,The Good Heart ,6.9
3980,Nicholas Hytner,112.0,109.0,13.0,The History Boys ,6.9
3981,Jaume Collet-Serra,349.0,113.0,174.0,Unknown ,6.9
3982,,55.0,25.0,,M*A*S*H             ,8.4
3983,John Schlesinger,88.0,113.0,154.0,Midnight Cowboy ,7.9
3984,Peter Cattaneo,122.0,91.0,11.0,The Full Monty ,7.2
3985,Jim Abrahams,134.0,88.0,104.0,Airplane! ,7.8
3986,Kevin Carraway,11.0,88.0,2.0,Chain of Command ,3.5
3987,F. Gary Gray,20.0,97.0,473.0,Friday ,7.3
3988,Albert Hughes,28.0,97.0,117.0,Menace II Society ,7.5
3989,,22.0,42.0,,Empire             ,7.8
3990,Michael Gornick,95.0,85.0,10.0,Creepshow 2 ,6.0
3991,Sam Peckinpah,31.0,121.0,541.0,The Ballad of Cable Hogue ,7.3
3992,Richard Brooks,79.0,134.0,174.0,In Cold Blood ,8.0
3993,Fred Zinnemann,25.0,149.0,160.0,The Nun's Story ,7.6
3994,Jack Smight,22.0,121.0,22.0,Harper ,7.0
3995,Alfred Hitchcock,110.0,116.0,13000.0,Frenzy ,7.5
3996,Robert Eggers,425.0,92.0,22.0,The Witch ,6.8
3997,Michael Martin,19.0,93.0,0.0,I Got the Hook Up ,3.9
3998,Edward Burns,43.0,96.0,0.0,She's the One ,6.1
3999,Bill Condon,127.0,105.0,386.0,Gods and Monsters ,7.5
4000,Juan José Campanella,262.0,129.0,195.0,The Secret in Their Eyes ,8.2
4001,George A. Romero,184.0,87.0,0.0,Day of the Dead ,7.2
4002,Gideon Raff,33.0,94.0,47.0,Train ,4.8
4003,Sam Raimi,252.0,37.0,0.0,Evil Dead II ,7.8
4004,Louis C.K.,31.0,81.0,0.0,Pootie Tang ,5.2
4005,Anthony C. Ferrante,139.0,97.0,48.0,Sharknado ,3.3
4006,Salvador Carrasco,39.0,106.0,22.0,La otra conquista ,6.8
4007,André Øvredal,337.0,103.0,12.0,Trollhunter ,7.0
4008,Robert Cary,30.0,101.0,0.0,Ira & Abby ,6.5
4009,Akiva Schaffer,265.0,102.0,82.0,The Watch ,5.7
4010,Adam Rapp,50.0,98.0,9.0,Winter Passing ,6.4
4011,Angela Robinson,50.0,91.0,23.0,D.E.B.S. ,5.3
4012,Warren P. Sonoda,9.0,105.0,28.0,The Masked Saint ,4.7
4013,Amanda Gusack,15.0,98.0,0.0,The Betrayed ,6.1
4014,Avi Nesher,5.0,104.0,6.0,Taxman ,5.5
4015,,1.0,45.0,,The Secret             ,7.3
4016,Charles Adelman,4.0,96.0,0.0,2:13 ,4.8
4017,Jay Oliva,44.0,148.0,41.0,"Batman: The Dark Knight Returns, Part 2 ",8.4
4018,Charles Ferguson,6.0,100.0,117.0,Time to Choose ,7.0
4019,Uwe Boll,17.0,86.0,892.0,In the Name of the King: The Last Job ,3.3
4020,Mark Young,7.0,92.0,14.0,Wicked Blood ,5.4
4021,Daniel Petrie Jr.,9.0,88.0,19.0,Dawn Patrol ,4.8
4022,Antonio Simoncini,3.0,90.0,0.0,Lords of London ,3.1
4023,Mel Brooks,55.0,94.0,0.0,High Anxiety ,6.7
4024,Luc Jacquet,169.0,80.0,10.0,March of the Penguins ,7.6
4025,J.C. Chandor,290.0,107.0,78.0,Margin Call ,7.1
4026,Eldar Rapaport,10.0,99.0,0.0,August ,6.1
4027,Clark Gregg,159.0,92.0,0.0,Choke ,6.5
4028,Damien Chazelle,535.0,107.0,141.0,Whiplash ,8.5
4029,Fernando Meirelles,214.0,135.0,353.0,City of God ,8.7
4030,Justin Kerrigan,47.0,99.0,8.0,Human Traffic ,7.1
4031,Nathan Frankowski,17.0,102.0,19.0,Day One ,6.6
4032,Karen Moncrieff,85.0,93.0,22.0,The Dead Girl ,6.7
4033,Thomas Vinterberg,349.0,115.0,346.0,The Hunt ,8.3
4034,Bob Clark,109.0,94.0,84.0,A Christmas Story ,8.1
4035,Alejandro Monteverde,60.0,91.0,38.0,Bella ,7.4
4036,Mark L. Lester,101.0,98.0,73.0,Class of 1984 ,6.6
4037,Jennifer Finnigan,1.0,97.0,246.0,The Opposite Sex ,4.5
4038,Eric Styles,16.0,92.0,4.0,Dreaming of Joseph Lees ,6.4
4039,Laurent Cantet,212.0,128.0,39.0,The Class ,7.5
4040,Roman Polanski,215.0,136.0,2000.0,Rosemary's Baby ,8.0
4041,John Ford,107.0,113.0,673.0,The Man Who Shot Liberty Valance ,8.1
4042,Max Mayer,122.0,99.0,6.0,Adam ,7.2
4043,Joshua Marston,155.0,101.0,13.0,Maria Full of Grace ,7.5
4044,Mike Mills,261.0,105.0,101.0,Beginners ,7.2
4045,John Gulager,130.0,95.0,38.0,Feast ,6.4
4046,John Landis,94.0,109.0,644.0,Animal House ,7.6
4047,Guy Hamilton,164.0,110.0,82.0,Goldfinger ,7.8
4048,Brandon Cronenberg,188.0,108.0,43.0,Antiviral ,5.7
4049,Frank Capra,206.0,118.0,964.0,It's a Wonderful Life ,8.6
4050,Danny Boyle,134.0,94.0,0.0,Trainspotting ,8.2
4051,Spike Lee,53.0,115.0,0.0,The Original Kings of Comedy ,6.6
4052,Tod Williams,264.0,98.0,21.0,Paranormal Activity 2 ,5.7
4053,Kirk Jones,94.0,91.0,52.0,Waking Ned Devine ,7.4
4054,Michael Moore,215.0,120.0,909.0,Bowling for Columbine ,8.0
4055,Yimou Zhang,85.0,109.0,611.0,Coming Home ,7.3
4056,Jack Sholder,138.0,87.0,28.0,A Nightmare on Elm Street 2: Freddy's Revenge ,5.4
4057,James Ivory,55.0,117.0,133.0,A Room with a View ,7.4
4058,James DeMonaco,361.0,85.0,65.0,The Purge ,5.7
4059,Scott Derrickson,411.0,110.0,301.0,Sinister ,6.8
4060,David Raynr,24.0,113.0,9.0,Martin Lawrence Live: Runteldat ,5.4
4061,Richard Brooks,70.0,108.0,174.0,Cat on a Hot Tin Roof ,8.1
4062,Ted Post,78.0,95.0,57.0,Beneath the Planet of the Apes ,6.1
4063,Charles Martin Smith,35.0,98.0,188.0,Air Bud ,5.1
4064,Kunihiko Yuyama,39.0,93.0,8.0,Pokémon 3: The Movie ,5.6
4065,Tom McLoughlin,158.0,86.0,41.0,Jason Lives: Friday the 13th Part VI ,5.9
4066,David Lean,122.0,161.0,767.0,The Bridge on the River Kwai ,8.2
4067,Patrick Read Johnson,16.0,100.0,32.0,Spaced Invaders ,5.3
4068,Alfred Hitchcock,67.0,120.0,13000.0,Family Plot ,6.8
4069,Billy Wilder,183.0,125.0,0.0,The Apartment ,8.3
4070,Adam Marcus,112.0,91.0,18.0,Jason Goes to Hell: The Final Friday ,4.3
4071,Alfred Hitchcock,64.0,128.0,13000.0,Torn Curtain ,6.7
4072,Michel Gondry,114.0,100.0,1000.0,Dave Chappelle's Block Party ,7.2
4073,John Maclean,246.0,84.0,85.0,Slow West ,6.9
4074,Michael Schultz,7.0,97.0,78.0,Krush Groove ,6.6
