Age,Gender,Ethnicity,Marital Status,Household Size,Spouse,Parent,Friends,Religion,Full Time Employment,Part Time Employment,Retired,Income,US Born,Duration of Residency,Familiarity with America,Language,Satisfaction
63,Male,Vietnamese,Married,7,0,0,0,Buddhist,0,0,Retired,"$30,000 - $39,999",No,5,High,Viet,Pretty much
23,Female,Vietnamese,Married,6,0,0,0,Buddhist,0,0,0,"$20,000 - $29,999",No,5,High,Viet,Very much
46,Male,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,33,High,English,Not very much
38,Female,Vietnamese,Married,7,Living with spouse,Living with parents,0,None,0,0,0,"$20,000 - $29,999",No,36,Low,English,Very much
49,Male,Vietnamese,Married,5,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,10,High,Viet,
18,Male,Vietnamese,Single,3,0,Living with parents,0,None,0,0,0,"$50,000 - $59,999",Yes,18,High,English,Pretty much
54,Female,Vietnamese,,,0,0,0,Catholic,0,Employed part time,0,"$0 - $9,999",No,5,Very low,Viet,Pretty much
22,Female,Vietnamese,Single,4,0,Living with parents,0,Buddhist,0,Employed part time,0,"$10,000 - $19,999",No,5,Low,English,Pretty much
51,Male,Vietnamese,Married,5,0,0,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,5,Very low,Viet,Pretty much
46,Female,Vietnamese,Married,6,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$40,000 - $49,999",No,22,High,Viet,Very much
35,Female,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$40,000 - $49,999",No,10,High,Viet,Pretty much
67,Female,Vietnamese,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,35,High,Viet,Very much
24,Male,Vietnamese,Single,2,0,0,Living with friends/roommates,Buddhist,0,0,0,"$70,000 and over",Yes,24,High,English,Pretty much
43,Male,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,22,High,English,Pretty much
46,Female,Vietnamese,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$50,000 - $59,999",No,24,High,Viet,Not very much
26,Male,Vietnamese,Single,3,0,0,Living with friends/roommates,None,Employed full time,0,0,"$50,000 - $59,999",No,7,High,English,Not very much
55,Male,Vietnamese,Married,4,0,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,6,Low,English,Pretty much
38,Male,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,0,0,0,"$60,000 - $69,999",No,34,Very high,English,Pretty much
33,Female,Vietnamese,Married,4,Living with spouse,Living with parents,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,6,Very high,Viet,Pretty much
29,Female,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,0,Employed part time,0,"$40,000 - $49,999",No,6,Very high,Viet,
45,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,33,High,Eng_Chinese only,Very much
33,Female,Vietnamese,Married,2,Living with spouse,0,0,Catholic,0,Employed part time,0,"$0 - $9,999",No,7,Low,Viet,Pretty much
62,Female,Vietnamese,Married,2,Living with spouse,0,0,None,0,0,0,"$20,000 - $29,999",No,25,High,Viet,Not very much
36,Female,Vietnamese,Single,4,0,0,0,Buddhist,0,0,0,"$70,000 and over",No,21,High,English,Pretty much
48,Male,Vietnamese,Married,5,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,6,High,Viet,Pretty much
50,Female,Vietnamese,Married,4,0,Living with parents,0,Buddhist,Employed full time,0,0,"$60,000 - $69,999",No,10,Low,Viet,Pretty much
25,Female,Vietnamese,Single,4,0,0,0,Catholic,0,Employed part time,0,"$30,000 - $39,999",No,6,High,Viet,Very much
21,Female,Vietnamese,Single,3,0,Living with parents,0,Buddhist,0,0,0,"$20,000 - $29,999",No,7,High,English,Very much
23,Male,Vietnamese,Married,5,0,Living with parents,0,None,0,0,0,"$50,000 - $59,999",Yes,23,High,English,
33,Female,Vietnamese,Living with a partner,2,0,0,Living with friends/roommates,None,Employed full time,0,0,"$40,000 - $49,999",No,33,Very high,English,Very much
43,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,0,Employed part time,0,"$40,000 - $49,999",No,41,Very high,English,Very much
28,Female,Vietnamese,Married,4,Living with spouse,Living with parents,0,Buddhist,0,Employed part time,0,"$50,000 - $59,999",No,7,Low,English,Very much
30,Female,Vietnamese,Married,2,Living with spouse,0,0,Catholic,0,Employed part time,0,"$0 - $9,999",No,7,Low,Viet,Pretty much
57,Female,Vietnamese,Single,2,0,0,0,Buddhist,0,0,0,"$20,000 - $29,999",No,40,High,Viet,Pretty much
21,Female,Vietnamese,Single,2,Living with spouse,0,0,Buddhist,0,Employed part time,0,"$0 - $9,999",No,7,High,Viet,
26,Male,Vietnamese,Single,4,0,0,0,Buddhist,Employed full time,0,0,"$50,000 - $59,999",No,7,Very high,Viet,Very much
68,Female,Vietnamese,Single,1,0,0,0,Other,0,0,Retired,"$10,000 - $19,999",No,13,Very low,Viet,Not very much
31,Male,Vietnamese,Married,7,Living with spouse,0,0,None,Employed full time,0,0,"$20,000 - $29,999",No,13,High,Viet,Pretty much
65,Male,Vietnamese,Living with a partner,6,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,7,High,Viet,Very much
24,Male,Vietnamese,Single,4,0,Living with parents,0,None,0,0,0,"$0 - $9,999",No,10,Very high,English,
68,Male,Vietnamese,Single,1,0,0,0,None,0,Employed part time,0,"$10,000 - $19,999",No,28,Low,English,
42,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,8,High,Viet,Pretty much
26,Female,Vietnamese,Single,1,0,0,0,Buddhist,Employed full time,0,0,"$10,000 - $19,999",Yes,26,Low,English,
26,Male,Vietnamese,Single,1,0,0,0,Buddhist,Employed full time,0,0,"$40,000 - $49,999",No,7,Very high,Viet,Pretty much
24,Female,Vietnamese,Single,2,0,Living with parents,0,None,Employed full time,0,0,"$30,000 - $39,999",No,10,High,Viet,
60,Male,Vietnamese,Married,4,0,0,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,12,Low,Viet,
42,Male,Vietnamese,Married,5,Living with spouse,Living with parents,0,Catholic,Employed full time,0,0,"$70,000 and over",No,35,High,English,Pretty much
64,Male,Vietnamese,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,Retired,"$40,000 - $49,999",No,40,High,Viet,Pretty much
62,Male,Vietnamese,Living with a partner,2,Living with spouse,0,0,Buddhist,0,0,Retired,"$30,000 - $39,999",No,38,High,Viet,Pretty much
51,Female,Vietnamese,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$20,000 - $29,999",No,9,High,Viet,
33,Female,Vietnamese,Married,7,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,20,Very high,English,Very much
69,Female,Vietnamese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$40,000 - $49,999",No,36,High,Viet,Very much
76,Male,Filipino,Married,6,0,0,0,Protestant,0,0,Retired,,No,4,High,English,Very much
23,Male,Vietnamese,Single,5,0,Living with parents,0,Buddhist,0,0,0,"$50,000 - $59,999",No,9,Very high,Viet,Pretty much
,Female,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,15,Very high,Viet,Pretty much
65,Female,Vietnamese,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$20,000 - $29,999",,35,High,Viet,Pretty much
25,Female,Vietnamese,Single,3,0,0,0,None,Employed full time,0,0,"$60,000 - $69,999",No,9,High,Viet,Pretty much
45,Male,Vietnamese,Married,6,Living with spouse,0,0,Catholic,Employed full time,0,0,"$20,000 - $29,999",No,20,High,Viet,Pretty much
51,Male,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,24,Very high,Viet,Pretty much
43,Male,Vietnamese,Married,5,0,0,0,Buddhist,0,0,0,"$70,000 and over",No,25,High,Viet,Not very much
18,Male,Vietnamese,Single,5,Living with spouse,0,0,Catholic,0,0,0,"$30,000 - $39,999",Yes,18,High,Viet,
30,Female,Vietnamese,Living with a partner,3,0,0,Living with friends/roommates,Protestant,0,0,0,"$40,000 - $49,999",Yes,30,High,English,Very much
24,Female,Vietnamese,Single,1,0,0,0,Buddhist,0,0,0,"$20,000 - $29,999",No,10,High,Viet,Pretty much
72,Female,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,"$10,000 - $19,999",No,20,Very low,Viet,Not very much
27,Female,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,11,Very high,Viet,Very much
61,Female,Vietnamese,Single,1,0,0,0,Protestant,0,0,0,,No,10,High,Viet,Pretty much
44,Female,Vietnamese,Single,3,0,Living with parents,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,10,High,Viet,
19,Female,Vietnamese,Single,4,0,Living with parents,0,Buddhist,0,0,0,"$30,000 - $39,999",,11,Low,English,Pretty much
29,Female,Vietnamese,Single,1,0,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,19,Very high,Viet,Pretty much
25,Female,Vietnamese,Married,3,Living with spouse,0,0,,Employed full time,0,0,"$60,000 - $69,999",No,16,High,English,Pretty much
50,Female,Vietnamese,Living with a partner,3,0,0,0,Catholic,0,Employed part time,0,"$50,000 - $59,999",No,22,Very high,Viet,Pretty much
34,Male,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,15,High,Viet,Pretty much
47,Female,Vietnamese,Living with a partner,2,0,0,0,Buddhist,Employed full time,0,0,"$10,000 - $19,999",No,10,High,Viet,Pretty much
21,Male,Vietnamese,Single,3,0,0,Living with friends/roommates,Buddhist,0,0,0,"$0 - $9,999",Yes,21,Very high,English,Pretty much
60,Male,Vietnamese,Single,3,0,0,0,None,0,Employed part time,0,"$10,000 - $19,999",No,10,Low,Viet,Pretty much
46,Female,Vietnamese,Married,5,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,10,High,Viet,Very much
58,Male,Vietnamese,Living with a partner,7,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,18,High,Viet,Pretty much
58,Male,Vietnamese,Married,8,Living with spouse,0,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,40,High,Viet,Pretty much
41,Female,Vietnamese,Single,,0,0,0,Buddhist,Employed full time,0,0,"$10,000 - $19,999",No,10,Very low,Viet,Pretty much
52,Male,Vietnamese,Married,5,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$50,000 - $59,999",No,9,High,Viet,Pretty much
52,Female,Vietnamese,Married,8,Living with spouse,0,0,Catholic,0,0,0,"$60,000 - $69,999",No,40,Very high,Viet,Pretty much
39,Female,Vietnamese,Married,5,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,28,Very high,English,
45,Female,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$50,000 - $59,999",No,28,Low,English,Pretty much
73,Male,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,0,0,Retired,"$50,000 - $59,999",No,40,High,English,Pretty much
60,Male,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,0,0,0,"$0 - $9,999",No,11,Very low,Viet,
58,Male,Vietnamese,Married,5,Living with spouse,0,0,Buddhist,0,0,0,"$30,000 - $39,999",No,24,High,Viet,Not very much
34,Male,Vietnamese,Married,4,Living with spouse,Living with parents,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,23,Very high,English,Very much
24,Female,Vietnamese,Single,4,0,Living with parents,0,Buddhist,0,0,0,"$70,000 and over",No,11,Very high,Viet,Pretty much
20,Male,Vietnamese,Single,6,0,Living with parents,0,Catholic,Employed full time,0,0,"$10,000 - $19,999",Yes,20,Low,Viet,
18,Female,Vietnamese,Single,5,Living with spouse,Living with parents,0,Buddhist,0,Employed part time,0,,Yes,17,Very high,English,Pretty much
57,Female,Vietnamese,Married,,Living with spouse,0,0,Protestant,Employed full time,0,0,"$10,000 - $19,999",No,11,High,Viet,Pretty much
32,Female,Vietnamese,Married,6,Living with spouse,Living with parents,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,15,High,English,Pretty much
59,Male,Vietnamese,Married,5,Living with spouse,0,0,Buddhist,Employed full time,0,0,,No,11,Very low,Viet,
31,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,12,High,Viet,Very much
44,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,24,High,English,Pretty much
32,Female,Vietnamese,Single,8,0,Living with parents,0,None,Employed full time,0,0,"$30,000 - $39,999",No,18,High,English,Not at all
55,Female,Vietnamese,Married,8,0,Living with parents,0,Protestant,0,Employed part time,0,"$70,000 and over",No,13,Low,Viet,Pretty much
22,Male,Vietnamese,Single,2,0,0,0,None,Employed full time,0,0,"$20,000 - $29,999",Yes,22,Very high,English,Pretty much
70,Female,Vietnamese,Married,8,0,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",No,21,High,Viet,Pretty much
79,Female,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,,No,32,Very low,Viet,Pretty much
45,Female,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,15,High,Viet,Pretty much
31,Female,Vietnamese,Married,2,Living with spouse,0,0,Catholic,Employed full time,0,0,"$0 - $9,999",Yes,31,Very high,English,
39,Male,Vietnamese,Married,5,0,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,25,High,Viet,Very much
18,Male,Vietnamese,Single,6,0,Living with parents,0,Buddhist,0,Employed part time,0,"$70,000 and over",Yes,18,High,English,Pretty much
29,Male,Vietnamese,Single,1,0,0,0,None,Employed full time,0,0,"$70,000 and over",No,25,Very high,English,Pretty much
49,Female,Vietnamese,Married,3,Living with spouse,0,0,Catholic,0,0,0,"$70,000 and over",No,18,High,Viet,Pretty much
53,Male,Vietnamese,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,24,High,Viet,Not at all
43,Female,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,22,High,English,Not at all
60,Male,Vietnamese,Living with a partner,6,0,0,0,Catholic,Employed full time,0,0,"$50,000 - $59,999",No,35,High,Viet,Pretty much
52,Male,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,15,High,Viet,Not very much
50,Male,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,33,Very high,English,Pretty much
28,Female,Vietnamese,Living with a partner,2,0,0,0,Buddhist,Employed full time,0,0,"$10,000 - $19,999",Yes,28,High,English,Not very much
50,Female,Vietnamese,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,20,Low,Viet,Pretty much
54,Male,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,15,Low,Viet,Not very much
42,Male,Vietnamese,Single,1,0,0,0,None,0,0,0,"$70,000 and over",No,37,High,English,Pretty much
19,Male,Vietnamese,Single,4,0,Living with parents,0,Catholic,0,0,0,"$50,000 - $59,999",Yes,19,High,English,
57,Female,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,15,Low,Viet,Not very much
55,Male,Vietnamese,Married,4,0,0,0,Catholic,Employed full time,0,0,"$60,000 - $69,999",No,15,Low,English,Pretty much
18,Male,Vietnamese,Single,4,0,Living with parents,0,Catholic,0,0,0,"$40,000 - $49,999",No,15,High,English,Pretty much
40,Male,Vietnamese,,2,Living with spouse,0,0,None,Employed full time,0,0,"$30,000 - $39,999",No,15,Low,Viet,Pretty much
39,Female,Vietnamese,Married,6,Living with spouse,Living with parents,0,Protestant,Employed full time,0,0,,No,15,High,Viet,Pretty much
55,Female,Vietnamese,Single,1,0,0,0,Buddhist,0,0,0,,No,25,Low,Viet,Pretty much
64,Male,Vietnamese,Married,4,Living with spouse,0,0,Catholic,0,0,Retired,"$30,000 - $39,999",No,41,High,Viet,Pretty much
56,Male,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,40,Very high,Viet,Very much
76,Male,Vietnamese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$20,000 - $29,999",No,30,High,Viet,Not very much
50,Female,Vietnamese,Married,4,0,0,0,Buddhist,0,0,0,"$30,000 - $39,999",No,10,Low,Viet,Pretty much
65,Male,Vietnamese,Living with a partner,8,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,15,High,Viet,Pretty much
68,Female,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,0,Employed part time,0,"$30,000 - $39,999",No,15,High,Viet,Not very much
50,Female,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,15,High,Viet,
48,Female,Vietnamese,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,24,High,Viet,Pretty much
21,Male,Vietnamese,Single,4,0,Living with parents,0,Catholic,0,0,0,"$30,000 - $39,999",No,15,Very high,Viet,Very much
41,Female,Vietnamese,Married,6,0,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,23,High,Viet,Pretty much
25,Female,Vietnamese,Single,1,0,0,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,18,High,English,
,Male,Vietnamese,Single,1,0,0,0,Buddhist,0,0,0,"$70,000 and over",No,27,,Viet,
41,Female,Vietnamese,Single,2,0,0,0,None,Employed full time,0,0,"$10,000 - $19,999",No,16,High,Viet,Pretty much
73,Female,Vietnamese,Single,1,0,0,0,Catholic,0,0,0,"$0 - $9,999",No,25,Low,Viet,
56,Female,Vietnamese,Single,2,0,0,0,Buddhist,0,0,0,"$10,000 - $19,999",No,16,Low,Viet,Pretty much
52,Female,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$40,000 - $49,999",No,21,Low,Viet,Pretty much
32,Male,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,0,0,0,"$70,000 and over",No,16,High,English,Not very much
67,Female,Vietnamese,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$0 - $9,999",No,16,Low,Viet,Pretty much
70,Male,Vietnamese,Married,2,Living with spouse,0,0,Catholic,0,0,Retired,"$0 - $9,999",No,16,Low,Viet,Pretty much
38,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,0,Employed part time,0,"$0 - $9,999",No,23,Low,Viet,
65,Female,Vietnamese,Single,6,0,0,0,Other,Employed full time,0,0,"$20,000 - $29,999",No,16,High,Viet,Pretty much
38,Female,Vietnamese,Married,5,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,22,Very high,Viet,
52,Female,Vietnamese,Married,5,0,0,0,Catholic,0,0,0,"$70,000 and over",No,,Very high,Viet,Very much
27,Female,Vietnamese,Living with a partner,3,Living with spouse,Living with parents,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",Yes,27,High,English,Pretty much
46,Male,Vietnamese,Married,5,Living with spouse,Living with parents,0,Catholic,Employed full time,0,0,"$70,000 and over",No,23,High,Viet,Pretty much
49,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,0,Employed part time,0,"$70,000 and over",No,25,High,Viet,Pretty much
54,Female,Vietnamese,Married,4,Living with spouse,Living with parents,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,17,Low,Viet,Pretty much
47,Female,Vietnamese,Living with a partner,4,0,0,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,17,High,Viet,Pretty much
59,Female,Vietnamese,Married,3,Living with spouse,0,0,Catholic,0,Employed part time,0,"$30,000 - $39,999",No,17,High,Viet,Pretty much
67,Male,Vietnamese,Married,6,0,0,0,Catholic,0,0,Retired,"$20,000 - $29,999",No,17,High,Viet,Very much
41,Male,Vietnamese,Married,4,Living with spouse,0,0,None,Employed full time,0,0,"$50,000 - $59,999",No,18,High,Viet,Very much
47,Female,Vietnamese,Living with a partner,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,18,Low,Viet,
47,Female,Vietnamese,Married,7,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,40,Very high,English,Not very much
47,Male,Vietnamese,Married,7,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,30,Very high,English,Pretty much
43,Male,Vietnamese,Single,1,0,0,0,None,Employed full time,0,0,"$50,000 - $59,999",No,37,Very high,English,
38,Female,Vietnamese,Married,7,Living with spouse,Living with parents,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,18,High,Viet,Very much
24,Female,Vietnamese,Single,6,0,Living with parents,0,None,0,0,0,"$0 - $9,999",Yes,24,Very high,English,Very much
44,Female,Vietnamese,Married,4,0,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,27,High,Viet,Very much
38,Male,Vietnamese,Married,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$60,000 - $69,999",No,18,Low,Viet,Pretty much
40,Male,Vietnamese,Married,3,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,30,High,English,
78,Female,Vietnamese,Living with a partner,3,0,0,0,Buddhist,0,0,0,"$10,000 - $19,999",No,18,Low,Viet,Pretty much
35,Female,Vietnamese,Living with a partner,2,0,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,26,Very high,English,Very much
42,Female,Vietnamese,Married,5,Living with spouse,Living with parents,0,Catholic,Employed full time,0,0,"$70,000 and over",No,18,High,Viet,Pretty much
18,Female,Vietnamese,Single,3,0,Living with parents,0,Catholic,0,0,0,"$70,000 and over",Yes,18,Very high,Viet,
60,Male,Vietnamese,Living with a partner,,0,0,0,Buddhist,0,Employed part time,0,"$20,000 - $29,999",No,18,Low,Viet,Pretty much
18,Male,Vietnamese,Single,6,0,Living with parents,0,Catholic,0,0,0,"$40,000 - $49,999",Yes,18,Very high,English,Pretty much
20,Male,Vietnamese,Single,5,0,Living with parents,0,Catholic,0,0,0,"$50,000 - $59,999",Yes,20,High,English,
65,Female,Vietnamese,Living with a partner,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$20,000 - $29,999",No,22,Low,Viet,Pretty much
19,Male,Vietnamese,Single,4,0,Living with parents,0,Catholic,0,0,0,"$60,000 - $69,999",No,19,Low,Viet,
19,Male,Vietnamese,Single,6,0,Living with parents,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",Yes,19,High,English,
31,Female,Vietnamese,Married,3,Living with spouse,0,0,Protestant,0,0,0,"$10,000 - $19,999",No,19,Very high,Viet,
39,Male,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$70,000 and over",No,20,High,Eng_Chinese only,Very much
47,Male,Vietnamese,Married,3,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,23,Low,Viet,Pretty much
55,Female,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,0,0,Retired,"$70,000 and over",No,35,High,Viet,Very much
68,Female,Vietnamese,Single,3,0,0,0,None,0,0,Retired,"$0 - $9,999",No,23,Low,Viet,Pretty much
65,Male,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,0,0,Retired,"$40,000 - $49,999",No,35,Very high,Viet,Very much
20,Female,Vietnamese,Single,3,0,Living with parents,0,Buddhist,0,0,0,"$50,000 - $59,999",Yes,20,Very high,English,Pretty much
64,Male,Vietnamese,Married,4,Living with spouse,0,0,Catholic,0,0,0,"$60,000 - $69,999",No,30,High,Viet,Pretty much
32,Male,Vietnamese,Married,4,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$40,000 - $49,999",No,20,High,Viet,Very much
65,Female,Vietnamese,Married,2,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,22,High,Viet,Pretty much
46,Female,Vietnamese,Married,4,Living with spouse,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,35,High,English,Pretty much
50,Male,Vietnamese,Married,3,Living with spouse,0,0,None,0,0,0,"$50,000 - $59,999",No,25,High,Viet,
53,Male,Vietnamese,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$70,000 and over",No,30,High,Viet,Very much
72,Female,Vietnamese,Married,5,Living with spouse,0,0,Buddhist,0,0,Retired,"$20,000 - $29,999",No,20,High,Viet,Pretty much
64,Female,Vietnamese,Living with a partner,3,Living with spouse,0,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,23,High,Viet,Pretty much
57,Female,Vietnamese,Married,2,Living with spouse,0,0,Buddhist,Employed full time,0,0,"$30,000 - $39,999",No,36,High,Viet,Very much
36,Male,Vietnamese,Married,7,0,Living with parents,0,Other,Employed full time,0,0,"$50,000 - $59,999",No,25,High,Viet,
50,Female,Vietnamese,Married,5,Living with spouse,Living with parents,0,Catholic,0,Employed part time,0,"$70,000 and over",No,30,High,English,Pretty much
22,Female,Vietnamese,Single,6,0,Living with parents,0,Catholic,0,0,0,"$70,000 and over",Yes,22,Very high,English,Very much
65,Female,Vietnamese,Living with a partner,2,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,23,Low,Viet,
66,,Vietnamese,Married,7,Living with spouse,0,0,Protestant,0,0,Retired,"$10,000 - $19,999",No,20,High,Viet,Pretty much
48,Female,Vietnamese,Married,5,Living with spouse,Living with parents,0,Protestant,Employed full time,0,0,"$40,000 - $49,999",No,20,High,Viet,Very much
35,Male,Vietnamese,Married,,0,Living with parents,0,Catholic,0,0,0,"$40,000 - $49,999",No,20,High,Viet,
60,Female,Vietnamese,Married,4,Living with spouse,0,0,Protestant,Employed full time,0,0,"$30,000 - $39,999",No,30,High,Viet,Very much
45,Female,Vietnamese,,5,0,0,0,Catholic,0,0,0,"$70,000 and over",No,20,High,Viet,Pretty much
54,Male,Vietnamese,Married,6,0,Living with parents,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,30,High,Viet,Pretty much
40,Female,Vietnamese,Married,3,Living with spouse,0,0,Catholic,0,Employed part time,0,"$10,000 - $19,999",No,20,,Viet,Very much
53,Male,Vietnamese,Married,2,Living with spouse,0,0,Catholic,0,0,0,"$20,000 - $29,999",No,35,High,Viet,
50,Female,Vietnamese,Living with a partner,5,Living with spouse,0,0,,0,0,0,"$40,000 - $49,999",No,35,Very high,Viet,Pretty much
60,Male,Vietnamese,Married,4,0,0,0,Catholic,Employed full time,0,0,"$40,000 - $49,999",No,23,High,Viet,Very much
37,Male,Vietnamese,Married,4,Living with spouse,0,0,None,Employed full time,0,0,"$60,000 - $69,999",No,22,Very high,Viet,Pretty much
56,Female,Vietnamese,Married,6,Living with spouse,0,0,Buddhist,0,0,0,"$30,000 - $39,999",No,0.5,Very low,Viet,Pretty much
21,Female,Vietnamese,Single,3,0,Living with parents,0,Catholic,0,0,0,"$0 - $9,999",Yes,21,Very high,English,Very much
21,Female,Vietnamese,Single,5,Living with spouse,Living with parents,0,Catholic,0,Employed part time,0,"$60,000 - $69,999",Yes,21,Very high,English,
26,Female,Vietnamese,Single,5,0,Living with parents,0,Catholic,Employed full time,0,0,"$30,000 - $39,999",No,21,Very high,English,Pretty much
51,Male,Vietnamese,Married,5,0,0,0,Catholic,Employed full time,0,0,"$70,000 and over",No,30,High,Viet,
